Name	Address	Town	State	Country	Phone	Website	Lat	Long	Rating	Type	File	Open	Review	
Henley Beach	Seaview Rd, Henley Beach SA 5022	Henley Beach	SA	Aus	Nil	Nil	-34.9195148	138.4928899	4	Beach	beach.png	Y	One of the best beaches in Adelaide. Been here so many times with friends.	
Khai Nai Island	Andaman Sea, Tambon Phru Nai, Amphoe Ko Yao, Chang Wat Phang-nga, Thailand	Phi Phi	Krabi	Thai	+66 62 050 2833	Nil	7.9084481	98.5496699	3	Beach	beach.png	Y	The only reason this place is famous is due to a certain Leo Movie.	
Loch Ard Gorge	Great Ocean Road Port, Campbell VIC 3269	Port Campbell	Vic	Aus	13 19 63	www.parkweb.vic.gov.au	-38.6467582	143.0700373	5	Beach	beach.png	Y	Awesome beach. One of my favourite spots on the Great Ocean Road. Even some caves to explore.	
Patong Beach	124/11 Thawewong Rd, Tambon Patong, Kathu District, Chang Wat Phuket 83150, Thailand	Phuket	Krabi	Thai	Nil	Nil	7.8939267	98.294575	4	Beach	beach.png	Y	Crowded, sleazy, full of touts, but still classic Thailand.	
Cottesloe Beach	87/91 Marine Parade, Cottesloe WA 6011	Cottesloe	WA	Aus	Nil	www.cottesloe.wa.gov.au	-31.9962507	115.750656	4	Beach	beach.png	Y	Not sure if it is the best beach, but it certainly looks pretty nice, and reasonably close to public transport as well.	
Blowhole Beach	Heysen Trail, Deep Creek SA 5204	Normanville	SA	Aus	Nil	Nil	-35.6541986	138.1547878	4	Beach	beach.png	Y	Not at all accessible, unless you have a 4WD, which is what makes it pretty good.	
Nobby’s Beach	Nobbys Rd, Newcastle East NSW 2300	Newcastle	NSW	Aus	(02) 4974 2000	www.visitnewcastle.com.au	-32.9227642	151.7936283	4	Beach	beach.png	Y	Came here because I wanted to see where the Pasha Bulka was beached. Not a bad beach, quite close to the city, and decent facilities. Good surf as well.	
Clovelly Beach	3-25R Eastbourne Ave, Clovelly NSW 2031	Coogee	NSW	Aus	1300 722 542	www.randwick.nsw.gov.au	-33.9135445	151.2662122	4	Beach	beach.png	Y	Quite like this beach. Sheltered, and some good facilities as well.	
Bronte Beach	Bronte Maritime Drive, Bronte NSW 2024	Bondi	NSW	Aus	(02) 9389 6500	www.sydney.com	-33.9037441	151.2682155	3	Beach	beach.png	Y	Not as crowded as some. Does have a nice charm, but not as many facilities. Oh, none of these beaches have lockers.	
Coogee Beach	111-131R Beach St, Coogee NSW 2034	Coogee	NSW	Aus	1300 722 542	www.randwick.nsw.gov.au	-33.920729	151.2578474	2	Beach	beach.png	Y	Get pretty crowded on those really warm days. Almost impossible to find a spot. Also quite difficult to get to, and then there’s the traffic.	
Granites, the	Granites Rd, Long Bay, Coorong SA 5264	Meningie	SA	Aus	Nil	www.environment.sa.gov.au	-36.6583885	139.8540667	2	Beach	beach.png	Y	Not really sure about this place, but appears to be a rather remote fishing beach.	
Kingston Beach	Marine Parade, Kingston SE SA 5275	Millicent	SA	Aus	Nil	www.kingstondc.sa.gov.au	-36.8276494	139.8488689	1	Beach	beach.png	Y	This beach was pretty bad. It really looked like an unkept paddock between the town and the ocean.	
Stinger Beach	Karratta Rd, Robe SA 5276	Millicent	SA	Aus	Nil	Nil	-37.1602004	139.7508194	3	Beach	beach.png	Y	Rather quiet when I was here. Not much in the way of facilities, and at the entrance to the harbour as well. However, does have a natural feel about it.	
Froggy Beach	Marine Parade, Coolangatta QLD 4225	Coolangatta	Qld	Aus	Nil	Nil	-28.1633027	153.5502765	2	Beach	beach.png	Y	Cooloongatta: Not a great place, and certainly not quiet. Gets its name for a frog shapped rock painted green.	
Brighton-le-Sands Beach	The Grand Parade, Brighton-Le-Sands NSW 2216	Kogarah	NSW	Aus	Nil	Nil	-33.9619737	151.1564354	2	Beach	beach.png	Y	Can't say that the views of the airport and the docks give this place any character.	
Sawtell Beach	Fourth Ave, Sawtell NSW 2452	Coffs Harbour	NSW	Aus	Nil	Nil	-30.3672763	153.1026937	3	Beach	beach.png	Y	Not bad. Quiet and peaceful, but then again it was winter.	
Dromana Beach	Nepean Hwy, Dromana VIC 3936	Rosebud	Vic	Aus	Nil	Nil	-38.3319274	144.9648212	4	Beach	beach.png	Y	More relaxed, and quieter, beach than some of the ones closer to the city.	
Byron Beach	45-47 Lawson St, Byron Bay NSW 2481	Byron Bay	NSW	Aus	Nil	Nil	-28.6420778	153.6194901	3	Beach	beach.png	Y	Okay. Typical beach. Actually, typical surf beach. Not too bad and some decent waves.	
Brighton Beach	4 Madeira Dr, Brighton BN2 1ET, UK	Brighton	England	UK	Nil	Nil	50.8188382	-0.1354373	3	Beach	beach.png	Y	I would say it's just another beach, but the fact that it's Brighton does give it some character. Nice, but nothing special.	
Deep Water Bay Beach	Island Rd, Deep Water Bay, Hong Kong	Hong Kong Island	HK	China	+852 2812 0228	www.lcsd.gov.hk	22.2448954	114.1870416	3	Beach	beach.png	Y	Not the best beaches in the world, and no lockers. Wouldn’t really come here as a holiday, though rather quiet.	
Repulse Bay Beach	Beach Rd, Repulse Bay, Hong Kong	Hong Kong Island	HK	China	+852 2812 2483	www.lcsd.gov.hk	22.2366005	114.1964134	3	Beach	beach.png	Y	Much fancier than the other beach, and cleaner too, but more crowded.	
Shek O Beach	17, Shek O Village Rd, Shek O, Hong Kong	Hong Kong Island	HK	China	+852 2809 4557	www.lcsd.gov.hk	22.2289069	114.2507703	3	Beach	beach.png	Y	A rather out of the way beach, but not particularly great.	
Bells Beach 	Bells Rd, Bells Beach VIC 3228	Torquay	Vic	Aus	Nil	www.surfcoastsurfreport.com.au	-38.3680427	144.2839421	3	Beach	beach.png	Y	A world famous surfing beach home to the Bells Beach Classic.	
Lorne Beach	170 Mountjoy Parade, Lorne VIC 3232	Lorne	Vic	Aus	Nil	www.lorne.com.au	-38.5397447	143.9770075	2	Beach	beach.png	Y	Not sure what the big deal with this place is. Not the best of beaches. Cold namely.	
Peterborough Beach	7 Irvine St, Peterborough VIC 3270	Port Campbell	Vic	Aus	Nil	Nil	-38.6085087	142.8799167	4	Beach	beach.png	Y	Remember playing down here as a kid. Pretty cool beach.	
Logan Beach	Warrnambool Foreshore Promenade, Warrnambool VIC 3280	Warrnambool	Vic	Aus	Nil	Nil	-38.4036984	142.5166037	3	Beach	beach.png	Y	It's a beach. You do beach things here.	
Siloso Beach	Siloso Beach Walk, Singapore	Singapore	SG	SG	+65 6736 8672	www.sentosa.com.sg	1.255144	103.8123295	2	Beach	beach.png	Y	It's a beach, and a fairly ordinary one at that. The factories over the straights and the multitude of cargo ships make it a little of putting, as does the single bar.	
Plage de Malo-les-Bains	Digue de Mer, 59240 Dunkerque, France	Dunkirk	Pas-de-Calais	Fr	+33 3 28 58 10 10	www.dunkerque-tourisme.fr	51.0495705	2.3865406	3	Beach	beach.png	Y	Not one of the best beaches, but the historical significance is quite interesting.	
Greenmount Beach	Marine Parade, Coolangatta QLD 4225	Coolangatta	Qld	Aus	Nil	Nil	-28.1641197	153.5471084	3	Beach	beach.png	Y	Nice beach. Not too large, but populated by surfers.	
Coolangatta Beach	82 Marine Parade, Coolangatta QLD 4225	Coolangatta	Qld	Aus	Nil	Nil	-28.1663942	153.5406574	3	Beach	beach.png	Y	The main beach on Coolangatta. Nothing special.	
Kirra Beach	Marine Parade, Coolangatta QLD 4225	Coolangatta	Qld	Aus	Nil	Nil	-28.166255	153.5315977	4	Beach	beach.png	Y	Large beach, and not too crowded, at least when I was there. Great views.	
Tugun Beach	29 O'Connor St, Tugun QLD 4224	Coolangatta	Qld	Aus	Nil	Nil	-28.1422926	153.4962384	3	Beach	beach.png	Y	Somewhat better as it is out of the way from the more popular parts.	
Grange Beach	Esplanade, Grange SA 5022	Henley Beach	SA	Aus	Nil	Nil	-34.9050961	138.4889715	3	Beach	beach.png	Y	Quieter, and more natural, though that has a lot to do with the sand dunes here.	
Henley Beach	Seaview Rd, Henley Beach SA 5022	Henley Beach	SA	Aus	Nil	Nil	-34.9183583	138.4927097	4	Beach	beach.png	Y	Pretty popular beach. One of our favourites. Been here more times that I can count.	
Logan’s Beach	Warrnambool Foreshore Promenade, Warrnambool VIC 3280	Warrnambool	Vic	Aus	Nil	Nil	-38.4034332	142.51292	3	Beach	beach.png	Y	It's a beach. You do beach things here.	
Cronulla Beach	22R Gerrale St, Cronulla NSW 2230	Cronulla	NSW	Aus	(02) 9710 0333	www.sutherlandshire.nsw.gov.au	-34.0554801	151.1548799	4	Beach	beach.png	Y	Rather wet when I was here, but decent facilities, and easily accessible as well.	
Maroubra Beach	1-11R Marine Parade, Maroubra NSW 2035	Randwick	NSW	Aus	1300 722 542	www.randwick.nsw.gov.au	-33.9479921	151.2571917	3	Beach	beach.png	Y	Pretty wet and dreary when I was hear. Not all that easy to get to as well.	
Gordons Bay	Major Street, Coogee NSW 2034	Coogee	NSW	Aus	1300 722 542	www.randwick.nsw.gov.au	-33.91488	151.2611261	1	Beach	beach.png	Y	Not really much of a beach. Probably more for boats.	
Tamarama Beach	Tamarama Marine Dr, Sydney NSW 2026	Bondi	NSW	Aus	(02) 9083 8000	www.waverley.nsw.gov.au	-33.9004175	151.2704396	3	Beach	beach.png	Y	Not as crowded as Bronte, and does have some charm.	
Mona Vale Beach	Village Park, 1 Park St, Mona Vale NSW 2103	Mona Vale	NSW	Aus	Nil	www.northernbeaches.nsw.gov.au	-33.6813662	151.3122215	3	Beach	beach.png	Y	A bit of a hike from the bus stop, but a quiet enough beach.	
Balmoral Beach	29-33 The Esplanade, Mosman NSW 2088	Mosman	NSW	Aus	Nil	www.sydney.com	-33.8257471	151.2515525	2	Beach	beach.png	Y	Like most Sydney beaches gets pretty packed on nice days. Very, very tricky to get to as well.	
North Creek Beach	The Serpentine, East Ballina NSW 2478	Ballina	NSW	Aus	Nil	Nil	-28.867115	153.577534	1	Beach	beach.png	Y	Not a particularly great beach, due to it being on a creek.	
Khai Nai Island	Andaman Sea, Tambon Phru Nai, Amphoe Ko Yao, Chang Wat Phang-nga, Thailand	Phi Phi	Krabi	Thai	+66 62 050 2833	Nil	7.9083487	98.5496265	3	Beach	beach.png	Y	Basically a small island in the middle of the ocean whose only claim to fame is being in a substandard movie.	
Rang Yai Island	Ko Kaeo, Mueang Phuket District, Phuket 83000, Thailand	Phi Phi	Krabi	Thai	Nil	www.rangyaiisland-phuket.com	7.955018	98.4488912	3	Beach	beach.png	Y	Quite a secluded island, though of course the hawkers are here. Nice and relaxing, but the seats are pricey.	
Plage de Malo-les-Bains	Digue de Mer, 59240 Dunkerque, France	Dunkirk	Pas-de-Calais	Fr	+33 3 28 58 10 10	www.dunkerque-tourisme.fr	51.049562	2.3865149	4	Beach	beach.png	Y	A nice beach with quite a lot of history.	
Porta Vassalla	Piazza Sacra Regia Udienza, 76125 Trani BT, Italy	Barletta	Apulia	It	Nil	Nil	41.2815533	16.4193016	3	Beach	beach.png	Y	Charming little town. Even managed to go for a swim here.	
Lido Beach	Lungomare Guglielmo Marconi, 1-17, 30126 Lido VE, Italy	Venice	Veneto	It	Nil	Nil	45.4138352	12.3780367	4	Beach	beach.png	Y	Basically means that you don't have to pay to enter. Nice beach at the head of the Adriatic.	
Power Station Beach	Lamma Island, Hong Kong	Islands	HK	China	Nil	Nil	22.2202518	114.115132	1	Beach	beach.png	Y	A beach next to a power station really isn't that great.	
Lo So Beach	Lamma Island, Hong Kong	Islands	HK	China	Nil	www.lcsd.gov.hk	22.2044532	114.1225729	3	Beach	beach.png	Y	A rather secluded beach out over the other side of the island	
Shelly Park Beach	70-110 Ewos Parade, Cronulla NSW 2230	Cronulla	NSW	Aus	(02) 9710 0333	www.sutherlandshire.nsw.gov.au	-34.0640161	151.154384	4	Beach	beach.png	Y	Quiet park, and a great place to start a trek along the beach. 	
Patong Beach	Thawewong Rd, Pa Tong, Kathu District, Phuket 83150, Thailand	Patong	Phuket	Thai	Nil	Nil	7.8897411	98.2922994	4	Beach	beach.png	Y	Crowded, sleazy, full of touts, but still classic Thailand.	
Karon Beach	Karon, Mueang Phuket District, Phuket 83100, Thailand	Karon	Phuket	Thai	Nil	Nil	7.8436818	98.2934864	4	Beach	beach.png	Y	Much less busy and hectic than Patong Beach.	
Maya Bay	Koh Phi Phi Le Ko Phi Phi Phi Phi Island, Krabi 81000, Thailand	Phi Phi Island	Krabi	Thai	Nil	Nil	7.6768824	98.7660749	2	Beach	beach.png	Y	Pretty crowded, and certainly not the beach that Leo was originally looking for.	
Loh Dalum Beach	Andaman Sea, Thailand	Phi Phi Island	Krabi	Thai	Nil	Nil	7.7398195	98.7698565	4	Beach	beach.png	Y	Great views of nature. Tide goes quite far out though, but great when it comes in.	
Woodend Clock Tower	98 High St, Woodend VIC 3442	Woodend	Vic	Aus	Nil	Nil	-37.3570115	144.5274586	3	Bellfry	beach.png	Y	Pretty cool actually. Finally got to see it after being restored.	
Bellfroi de l’Hotel de Ville	Place Godefroy de Bouillon, 62200 Boulogne-sur-Mer, France	Boulogne-Sur-Mer	Pas-de-Calais	Fr	+33 3 21 87 80 80	www.ville-boulogne-sur-mer.fr	50.7250483	1.6130383	4	Bellfry	big-ben.png	Y	The centre of town. Pretty cool.	
Bellfroi de Dunkerque	Rue de l'Amiral Ronarc'h, 59140 Dunkerque, France	Dunkirk	Pas-de-Calais	Fr	+33 3 28 66 79 21	www.beffroi-dunkerque.fr	51.0356273	2.3761384	4	Bellfry	big-ben.png	Y	Another awesome Belfry.	
Bellfori d’Arras	4 Place des Héros, 62000 Arras, France	Arras	Piccardy	Fr	+33 3 21 51 26 95	www.arras.fr	50.2910949	2.7769465	4	Bellfry	big-ben.png	Y	Pretty big, and pretty impressive as well.	
Belfort von Ghent, het	Sint-Baafsplein, 9000 Gent, Belgium	Ghent	Flanders	Belg	+32 9 233 39 54	www.belfortgent.be	51.0536472	3.7247986	4	Bellfry	big-ben.png	Y	A medieval watchtower that now has an elevator going up the inside. Pretty cool.	
Big Ben	Westminster, London SW1A 0AA, UK	London	England	UK	+44 20 7219 4272	www.parliament.uk	51.5007212	-0.1246073	3	Bellfry	big-ben.png	Y	It's a clock, and it is a pretty recognisable one at that. You'll probably go and check it out no matter what I say, whether I am for or against it.	
Picadilly Circus Lights	Piccadilly Circus, Soho, London W1D 7ET, UK	London	England	UK	Nil	www.piccadillylights.co.uk	51.5102865	-0.1346729	3	Billboard	billboard.png	Y	Worth checking out because, well, it doesn’t take all that long anyway.	
Bird Market	37 Flower Market Rd, Mong Kok, Hong Kong	Kowloon	HK	China	Nil	Nil	22.3259478	114.1736983	4	Bird	toucan.png	Y	Well, while the tourists might like it, there is a reason this place sells an awful lot of birds.	
Jurong Bird Park	2 Jurong Hill, Singapore 628925	Jurong	SG	SG	+65 6269 3411	www.birdpark.com.sg	1.3193379	103.7058094	5	Bird	toucan.png	Y	Pretty awesome. Huge selection of birds and great variety as well. Loved the hornbills. Can feed some of them as well, and also a couple of walk in aviaries.	
KL Bird Park	KL Bird Park, 920, Jalan Cenderawasih, Perdana Botanical Gardens, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia	Perdana	Kuala Lumpar	My	+60 3-2272 1010	www.klbirdpark.com	3.143655	101.6887793	5	Bird	toucan.png	Y	Much, much better than expected, especially having been to Singapore. Huge walk through Aviaries, and numerous birds wandering around with you.	
Phuket Bird Park	6/2 Chao Fah Tawan Tok Rd, Wichit, Mueang Phuket District, Phuket 83000, Thailand	Phuket Town	Phuket	Thai	+66 76 367 576	www.phuketbirdpark.com	7.8643163	98.3439968	2	Bird	toucan.png	Y	Nowhere near as good as other bird parks. Cages small and conditions didn't seem all that right.	
Angel Place Birdcages	Angel Pl, Sydney NSW 2000	Sydney	NSW	Aus	Nil	www.cityartsydney.com.au	-33.8671889	151.2077252	4	Birdcage	bird-cage.png	Y	Another one of those hidden gems.	
HMQS Gayundah	Lilla St, Moreton Bay, QLD	Redcliffe	Qld	Aus	Nil	www.gayundah.info	-27.2618858	153.1070493	3	Boat	cruise.png	Y	Interesting back story. Originally part of Queensland Navy and first to have wireless communications. Sunk to be made a breakwater.	
HMS Lady Nelson	Information Centre Access, Mount Gambier SA 5290	Mount Gambier	SA	Aus	Nil	Nil	-37.8256867	140.7871513	3	Boat	cruise.png	Y	The model of a ship (or the original) that I believe first brought the settlers here.	
Ace Comics & Games	2/121 Queen St Brisbane Qld 4000	Brisbane	Qld	Aus	(07) 3848 7362	www.acecomics.com.au	-27.4690921	153.0259592	4	Books	bookshelf.png	N	Pretty cool comics and gaming shop located in the heart of Brisbane. A little difficult to get to since you do have to ascend three floors, but well worth the trip if you are a geek like me.	
Adelaide Comic Centre	Shop 6G Gays Arcade, Arcade, 111-117 Rundle Mall, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8223 5593	www.adelaidecomicscentre.com	-34.9236527	138.6038802	3	Books	bookshelf.png	Y	One of the three comic book stores in Adelaide. Pretty decent selection, but can be a little pricey.	
Fully Booked	824 High St, Thornbury VIC 3071	Northcote	Vic	Aus	Nil	Nil	-37.7533006	145.0016621	3	Books	bookshelf.png	Y	Lots of books, but not much that grabbed my attention. Still, it is a second hand bookshop, to it works.	
Bookplate	173 Peats Ferry Rd, Hornsby NSW 2077	Hornsby	NSW	Aus	(02) 9482 3454	www.thebookplate.com.au	-33.7032092	151.0971477	4	Books	bookshelf.png	Y	Huge collection of books, though can get overwhelmed. Owner really friendly as well. Could spend hours here.	
Already Read	98 Scotchmer St, Fitzroy North VIC 3068	Fitzroy	Vic	Aus	(03) 9489 1092	www.alreadyreadbookshop.com.au	-37.7832911	144.9820002	4	Books	bookshelf.png	Y	Love an old 2nd hand bookshop. Lots of books and friendly owner.	
Ampersand Bookshop and Cafe	78 Oxford St, Paddington NSW 2021	Paddington	NSW	Aus	(02) 9380 6617	Nil	-33.8831135	151.2208945	5	Books	bookshelf.png	Y	Awesome cafe, namely because it is also a bookstore. Wished there were some like this in Melbourne.	
Antique and Collectors Books	162 Scarborough St, Southport QLD 4215	Southport	Qld	Aus	(07) 5591 2066	www.antiquecollectorsbooks.com	-27.9626479	153.4105154	5	Books	bookshelf.png	Y	Huge second hand bookshop. Massive range. Could spend ages here.	
Antique Market	32 Grote St, Adelaide SA 5000	Adelaide	SA	Aus	(08) 8212 6421	www.antiquemarket.com.au	-34.9285152	138.5977641	3	Books	bookshelf.png	N	Huge collection of antiques. Literally anything and everything. Was never hugely impressed with the books though.	
Best Little Bookshop in Town	81 Cronulla St, Cronulla NSW 2230	Cronulla	NSW	Aus	(02) 9527 3504	www.bestlittlebookshopintown.com.au	-34.0550235	151.1518396	5	Books	bookshelf.png	Y	It certainly is. Great selection of books, and friendly staff. Secondhand section up the back, and newer books down the front.	
Better Read than Dead	265 King St, Newtown NSW 2042	Newtown	NSW	Aus	(02) 9557 8700	www.betterread.com.au	-33.8960738	151.1802346	4	Books	bookshelf.png	Y	Awesome, two great bookshops in a row. This one does newer books though, but still a great selection.	
